Year,Month,Initial_link,Initial_link,Center,Right,Union,Final_link
2010,december,http://datos.imss.gob.mx/node/169/download,http://datos.imss.gob.mx/node/,181,/download,http://datos.imss.gob.mx/node/181/download,http://datos.imss.gob.mx/node/181/download
2011,january,http://datos.imss.gob.mx/node/159/download,http://datos.imss.gob.mx/node/,159,/download,http://datos.imss.gob.mx/node/159/download,http://datos.imss.gob.mx/node/159/download
2011,february,http://datos.imss.gob.mx/node/159/download,http://datos.imss.gob.mx/node/,156,/download,http://datos.imss.gob.mx/node/156/download,http://datos.imss.gob.mx/node/156/download
2011,march,http://datos.imss.gob.mx/node/159/download,http://datos.imss.gob.mx/node/,155,/download,http://datos.imss.gob.mx/node/155/download,http://datos.imss.gob.mx/node/155/download
2011,april,http://datos.imss.gob.mx/node/159/download,http://datos.imss.gob.mx/node/,154,/download,http://datos.imss.gob.mx/node/154/download,http://datos.imss.gob.mx/node/154/download
2011,may,http://datos.imss.gob.mx/node/159/download,http://datos.imss.gob.mx/node/,153,/download,http://datos.imss.gob.mx/node/153/download,http://datos.imss.gob.mx/node/153/download
2011,june,http://datos.imss.gob.mx/node/159/download,http://datos.imss.gob.mx/node/,152,/download,http://datos.imss.gob.mx/node/152/download,http://datos.imss.gob.mx/node/152/download
2011,july,http://datos.imss.gob.mx/node/159/download,http://datos.imss.gob.mx/node/,151,/download,http://datos.imss.gob.mx/node/151/download,http://datos.imss.gob.mx/node/151/download
2011,august,http://datos.imss.gob.mx/node/159/download,http://datos.imss.gob.mx/node/,150,/download,http://datos.imss.gob.mx/node/150/download,http://datos.imss.gob.mx/node/150/download
2011,september,http://datos.imss.gob.mx/node/159/download,http://datos.imss.gob.mx/node/,149,/download,http://datos.imss.gob.mx/node/149/download,http://datos.imss.gob.mx/node/149/download
2011,october,http://datos.imss.gob.mx/node/159/download,http://datos.imss.gob.mx/node/,148,/download,http://datos.imss.gob.mx/node/148/download,http://datos.imss.gob.mx/node/148/download
2011,november,http://datos.imss.gob.mx/node/159/download,http://datos.imss.gob.mx/node/,147,/download,http://datos.imss.gob.mx/node/147/download,http://datos.imss.gob.mx/node/147/download
2011,december,http://datos.imss.gob.mx/node/159/download,http://datos.imss.gob.mx/node/,146,/download,http://datos.imss.gob.mx/node/146/download,http://datos.imss.gob.mx/node/146/download
2012,january,http://datos.imss.gob.mx/node/143/download,http://datos.imss.gob.mx/node/,143,/download,http://datos.imss.gob.mx/node/143/download,http://datos.imss.gob.mx/node/143/download
2012,february,http://datos.imss.gob.mx/node/143/download,http://datos.imss.gob.mx/node/,142,/download,http://datos.imss.gob.mx/node/142/download,http://datos.imss.gob.mx/node/142/download
2012,march,http://datos.imss.gob.mx/node/143/download,http://datos.imss.gob.mx/node/,141,/download,http://datos.imss.gob.mx/node/141/download,http://datos.imss.gob.mx/node/141/download
2012,april,http://datos.imss.gob.mx/node/143/download,http://datos.imss.gob.mx/node/,140,/download,http://datos.imss.gob.mx/node/140/download,http://datos.imss.gob.mx/node/140/download
2012,may,http://datos.imss.gob.mx/node/143/download,http://datos.imss.gob.mx/node/,139,/download,http://datos.imss.gob.mx/node/139/download,http://datos.imss.gob.mx/node/139/download
2012,june,http://datos.imss.gob.mx/node/143/download,http://datos.imss.gob.mx/node/,138,/download,http://datos.imss.gob.mx/node/138/download,http://datos.imss.gob.mx/node/138/download
2012,july,http://datos.imss.gob.mx/node/143/download,http://datos.imss.gob.mx/node/,137,/download,http://datos.imss.gob.mx/node/137/download,http://datos.imss.gob.mx/node/137/download
2012,august,http://datos.imss.gob.mx/node/143/download,http://datos.imss.gob.mx/node/,136,/download,http://datos.imss.gob.mx/node/136/download,http://datos.imss.gob.mx/node/136/download
2012,september,http://datos.imss.gob.mx/node/143/download,http://datos.imss.gob.mx/node/,135,/download,http://datos.imss.gob.mx/node/135/download,http://datos.imss.gob.mx/node/135/download
2012,october,http://datos.imss.gob.mx/node/143/download,http://datos.imss.gob.mx/node/,134,/download,http://datos.imss.gob.mx/node/134/download,http://datos.imss.gob.mx/node/134/download
2012,november,http://datos.imss.gob.mx/node/143/download,http://datos.imss.gob.mx/node/,133,/download,http://datos.imss.gob.mx/node/133/download,http://datos.imss.gob.mx/node/133/download
2012,december,http://datos.imss.gob.mx/node/143/download,http://datos.imss.gob.mx/node/,84,/download,http://datos.imss.gob.mx/node/84/download,http://datos.imss.gob.mx/node/84/download
2013,january,http://datos.imss.gob.mx/node/20/download,http://datos.imss.gob.mx/node/,20,/download,http://datos.imss.gob.mx/node/20/download,http://datos.imss.gob.mx/node/20/download
2013,february,http://datos.imss.gob.mx/node/20/download,http://datos.imss.gob.mx/node/,23,/download,http://datos.imss.gob.mx/node/23/download,http://datos.imss.gob.mx/node/23/download
2013,march,http://datos.imss.gob.mx/node/20/download,http://datos.imss.gob.mx/node/,24,/download,http://datos.imss.gob.mx/node/24/download,http://datos.imss.gob.mx/node/24/download
2013,april,http://datos.imss.gob.mx/node/20/download,http://datos.imss.gob.mx/node/,55,/download,http://datos.imss.gob.mx/node/55/download,http://datos.imss.gob.mx/node/55/download
2013,may,http://datos.imss.gob.mx/node/20/download,http://datos.imss.gob.mx/node/,57,/download,http://datos.imss.gob.mx/node/57/download,http://datos.imss.gob.mx/node/57/download
2013,june,http://datos.imss.gob.mx/node/20/download,http://datos.imss.gob.mx/node/,58,/download,http://datos.imss.gob.mx/node/58/download,http://datos.imss.gob.mx/node/58/download
2013,july,http://datos.imss.gob.mx/node/20/download,http://datos.imss.gob.mx/node/,59,/download,http://datos.imss.gob.mx/node/59/download,http://datos.imss.gob.mx/node/59/download
2013,august,http://datos.imss.gob.mx/node/20/download,http://datos.imss.gob.mx/node/,60,/download,http://datos.imss.gob.mx/node/60/download,http://datos.imss.gob.mx/node/60/download
2013,september,http://datos.imss.gob.mx/node/20/download,http://datos.imss.gob.mx/node/,63,/download,http://datos.imss.gob.mx/node/63/download,http://datos.imss.gob.mx/node/63/download
2013,october,http://datos.imss.gob.mx/node/20/download,http://datos.imss.gob.mx/node/,64,/download,http://datos.imss.gob.mx/node/64/download,http://datos.imss.gob.mx/node/64/download
2013,november,http://datos.imss.gob.mx/node/20/download,http://datos.imss.gob.mx/node/,65,/download,http://datos.imss.gob.mx/node/65/download,http://datos.imss.gob.mx/node/65/download
2013,december,http://datos.imss.gob.mx/node/20/download,http://datos.imss.gob.mx/node/,66,/download,http://datos.imss.gob.mx/node/66/download,http://datos.imss.gob.mx/node/66/download
2014,january,http://datos.imss.gob.mx/node/72/download,http://datos.imss.gob.mx/node/,72,/download,http://datos.imss.gob.mx/node/72/download,http://datos.imss.gob.mx/node/72/download
2014,february,http://datos.imss.gob.mx/node/72/download,http://datos.imss.gob.mx/node/,73,/download,http://datos.imss.gob.mx/node/73/download,http://datos.imss.gob.mx/node/73/download
2014,march,http://datos.imss.gob.mx/node/72/download,http://datos.imss.gob.mx/node/,74,/download,http://datos.imss.gob.mx/node/74/download,http://datos.imss.gob.mx/node/74/download
2014,april,http://datos.imss.gob.mx/node/72/download,http://datos.imss.gob.mx/node/,76,/download,http://datos.imss.gob.mx/node/76/download,http://datos.imss.gob.mx/node/76/download
2014,may,http://datos.imss.gob.mx/node/72/download,http://datos.imss.gob.mx/node/,75,/download,http://datos.imss.gob.mx/node/75/download,http://datos.imss.gob.mx/node/75/download
2014,june,http://datos.imss.gob.mx/node/72/download,http://datos.imss.gob.mx/node/,77,/download,http://datos.imss.gob.mx/node/77/download,http://datos.imss.gob.mx/node/77/download
2014,july,http://datos.imss.gob.mx/node/72/download,http://datos.imss.gob.mx/node/,78,/download,http://datos.imss.gob.mx/node/78/download,http://datos.imss.gob.mx/node/78/download
2014,august,http://datos.imss.gob.mx/node/72/download,http://datos.imss.gob.mx/node/,79,/download,http://datos.imss.gob.mx/node/79/download,http://datos.imss.gob.mx/node/79/download
2014,september,http://datos.imss.gob.mx/node/72/download,http://datos.imss.gob.mx/node/,81,/download,http://datos.imss.gob.mx/node/81/download,http://datos.imss.gob.mx/node/81/download
2014,october,http://datos.imss.gob.mx/node/72/download,http://datos.imss.gob.mx/node/,194,/download,http://datos.imss.gob.mx/node/194/download,http://datos.imss.gob.mx/node/194/download
2014,november,http://datos.imss.gob.mx/node/72/download,http://datos.imss.gob.mx/node/,195,/download,http://datos.imss.gob.mx/node/195/download,http://datos.imss.gob.mx/node/195/download
2014,december,http://datos.imss.gob.mx/node/72/download,http://datos.imss.gob.mx/node/,196,/download,http://datos.imss.gob.mx/node/196/download,http://datos.imss.gob.mx/node/196/download
2015,january,http://datos.imss.gob.mx/node/190/download,http://datos.imss.gob.mx/node/,190,/download,http://datos.imss.gob.mx/node/190/download,http://datos.imss.gob.mx/node/190/download
2015,february,http://datos.imss.gob.mx/node/190/download,http://datos.imss.gob.mx/node/,191,/download,http://datos.imss.gob.mx/node/191/download,http://datos.imss.gob.mx/node/191/download
2015,march,http://datos.imss.gob.mx/node/190/download,http://datos.imss.gob.mx/node/,192,/download,http://datos.imss.gob.mx/node/192/download,http://datos.imss.gob.mx/node/192/download
2015,april,http://datos.imss.gob.mx/node/190/download,http://datos.imss.gob.mx/node/,193,/download,http://datos.imss.gob.mx/node/193/download,http://datos.imss.gob.mx/node/193/download
2015,may,http://datos.imss.gob.mx/node/190/download,http://datos.imss.gob.mx/node/,276,/download,http://datos.imss.gob.mx/node/276/download,http://datos.imss.gob.mx/node/276/download
2015,june,http://datos.imss.gob.mx/node/190/download,http://datos.imss.gob.mx/node/,279,/download,http://datos.imss.gob.mx/node/279/download,http://datos.imss.gob.mx/node/279/download
2015,july,http://datos.imss.gob.mx/node/190/download,http://datos.imss.gob.mx/node/,306,/download,http://datos.imss.gob.mx/node/306/download,http://datos.imss.gob.mx/node/306/download
2015,august,http://datos.imss.gob.mx/node/190/download,http://datos.imss.gob.mx/node/,308,/download,http://datos.imss.gob.mx/node/308/download,http://datos.imss.gob.mx/node/308/download
2015,september,http://datos.imss.gob.mx/node/190/download,http://datos.imss.gob.mx/node/,310,/download,http://datos.imss.gob.mx/node/310/download,http://datos.imss.gob.mx/node/310/download
2015,october,http://datos.imss.gob.mx/node/190/download,http://datos.imss.gob.mx/node/,319,/download,http://datos.imss.gob.mx/node/319/download,http://datos.imss.gob.mx/node/319/download
2015,november,http://datos.imss.gob.mx/node/190/download,http://datos.imss.gob.mx/node/,321,/download,http://datos.imss.gob.mx/node/321/download,http://datos.imss.gob.mx/node/321/download
2015,december,http://datos.imss.gob.mx/node/190/download,http://datos.imss.gob.mx/node/,325,/download,http://datos.imss.gob.mx/node/325/download,http://datos.imss.gob.mx/node/325/download
2016,january,http://datos.imss.gob.mx/node/327/download,http://datos.imss.gob.mx/node/,327,/download,http://datos.imss.gob.mx/node/327/download,http://datos.imss.gob.mx/node/327/download
2016,february,http://datos.imss.gob.mx/node/327/download,http://datos.imss.gob.mx/node/,371,/download,http://datos.imss.gob.mx/node/371/download,http://datos.imss.gob.mx/node/371/download
2016,march,http://datos.imss.gob.mx/node/327/download,http://datos.imss.gob.mx/node/,377,/download,http://datos.imss.gob.mx/node/377/download,http://datos.imss.gob.mx/node/377/download
2016,april,http://datos.imss.gob.mx/node/327/download,http://datos.imss.gob.mx/node/,400,/download,http://datos.imss.gob.mx/node/400/download,http://datos.imss.gob.mx/node/400/download
2016,may,http://datos.imss.gob.mx/node/327/download,http://datos.imss.gob.mx/node/,401,/download,http://datos.imss.gob.mx/node/401/download,http://datos.imss.gob.mx/node/401/download
2016,june,http://datos.imss.gob.mx/node/327/download,http://datos.imss.gob.mx/node/,405,/download,http://datos.imss.gob.mx/node/405/download,http://datos.imss.gob.mx/node/405/download
2016,july,http://datos.imss.gob.mx/node/327/download,http://datos.imss.gob.mx/node/,502,/download,http://datos.imss.gob.mx/node/502/download,http://datos.imss.gob.mx/node/502/download
2016,august,http://datos.imss.gob.mx/node/327/download,http://datos.imss.gob.mx/node/,513,/download,http://datos.imss.gob.mx/node/513/download,http://datos.imss.gob.mx/node/513/download
2016,september,http://datos.imss.gob.mx/node/327/download,http://datos.imss.gob.mx/node/,526,/download,http://datos.imss.gob.mx/node/526/download,http://datos.imss.gob.mx/node/526/download
2016,october,http://datos.imss.gob.mx/node/327/download,http://datos.imss.gob.mx/node/,537,/download,http://datos.imss.gob.mx/node/537/download,http://datos.imss.gob.mx/node/537/download
2016,november,http://datos.imss.gob.mx/node/327/download,http://datos.imss.gob.mx/node/,541,/download,http://datos.imss.gob.mx/node/541/download,http://datos.imss.gob.mx/node/541/download
2016,december,http://datos.imss.gob.mx/node/327/download,http://datos.imss.gob.mx/node/,543,/download,http://datos.imss.gob.mx/node/543/download,http://datos.imss.gob.mx/node/543/download
2017,january,http://datos.imss.gob.mx/node/548/download,http://datos.imss.gob.mx/node/,548,/download,http://datos.imss.gob.mx/node/548/download,http://datos.imss.gob.mx/node/548/download
2017,february,http://datos.imss.gob.mx/node/548/download,http://datos.imss.gob.mx/node/,577,/download,http://datos.imss.gob.mx/node/577/download,http://datos.imss.gob.mx/node/577/download
2017,march,http://datos.imss.gob.mx/node/548/download,http://datos.imss.gob.mx/node/,580,/download,http://datos.imss.gob.mx/node/580/download,http://datos.imss.gob.mx/node/580/download
2017,april,http://datos.imss.gob.mx/node/548/download,http://datos.imss.gob.mx/node/,591,/download,http://datos.imss.gob.mx/node/591/download,http://datos.imss.gob.mx/node/591/download
2017,may,http://datos.imss.gob.mx/node/548/download,http://datos.imss.gob.mx/node/,593,/download,http://datos.imss.gob.mx/node/593/download,http://datos.imss.gob.mx/node/593/download
2017,june,http://datos.imss.gob.mx/node/548/download,http://datos.imss.gob.mx/node/,607,/download,http://datos.imss.gob.mx/node/607/download,http://datos.imss.gob.mx/node/607/download
2017,july,http://datos.imss.gob.mx/node/548/download,http://datos.imss.gob.mx/node/,621,/download,http://datos.imss.gob.mx/node/621/download,http://datos.imss.gob.mx/node/621/download
2017,august,http://datos.imss.gob.mx/node/548/download,http://datos.imss.gob.mx/node/,629,/download,http://datos.imss.gob.mx/node/629/download,http://datos.imss.gob.mx/node/629/download
2017,september,http://datos.imss.gob.mx/node/548/download,http://datos.imss.gob.mx/node/,634,/download,http://datos.imss.gob.mx/node/634/download,http://datos.imss.gob.mx/node/634/download
2017,october,http://datos.imss.gob.mx/node/548/download,http://datos.imss.gob.mx/node/,672,/download,http://datos.imss.gob.mx/node/672/download,http://datos.imss.gob.mx/node/672/download
2017,november,http://datos.imss.gob.mx/node/548/download,http://datos.imss.gob.mx/node/,701,/download,http://datos.imss.gob.mx/node/701/download,http://datos.imss.gob.mx/node/701/download
2017,december,http://datos.imss.gob.mx/node/548/download,http://datos.imss.gob.mx/node/,702,/download,http://datos.imss.gob.mx/node/702/download,http://datos.imss.gob.mx/node/702/download
2018,january,http://datos.imss.gob.mx/node/706/download,http://datos.imss.gob.mx/node/,706,/download,http://datos.imss.gob.mx/node/706/download,http://datos.imss.gob.mx/node/706/download
2018,february,http://datos.imss.gob.mx/node/706/download,http://datos.imss.gob.mx/node/,714,/download,http://datos.imss.gob.mx/node/714/download,http://datos.imss.gob.mx/node/714/download
2018,march,http://datos.imss.gob.mx/node/706/download,http://datos.imss.gob.mx/node/,716,/download,http://datos.imss.gob.mx/node/716/download,http://datos.imss.gob.mx/node/716/download
2018,april,http://datos.imss.gob.mx/node/706/download,http://datos.imss.gob.mx/node/,718,/download,http://datos.imss.gob.mx/node/718/download,http://datos.imss.gob.mx/node/718/download
2018,may,http://datos.imss.gob.mx/node/706/download,http://datos.imss.gob.mx/node/,761,/download,http://datos.imss.gob.mx/node/761/download,http://datos.imss.gob.mx/node/761/download
2018,june,http://datos.imss.gob.mx/node/706/download,http://datos.imss.gob.mx/node/,763,/download,http://datos.imss.gob.mx/node/763/download,http://datos.imss.gob.mx/node/763/download
2018,july,http://datos.imss.gob.mx/node/706/download,http://datos.imss.gob.mx/node/,785,/download,http://datos.imss.gob.mx/node/785/download,http://datos.imss.gob.mx/node/785/download
2018,august,http://datos.imss.gob.mx/node/706/download,http://datos.imss.gob.mx/node/,787,/download,http://datos.imss.gob.mx/node/787/download,http://datos.imss.gob.mx/node/787/download
2018,september,http://datos.imss.gob.mx/node/706/download,http://datos.imss.gob.mx/node/,795,/download,http://datos.imss.gob.mx/node/795/download,http://datos.imss.gob.mx/node/795/download
2018,october,http://datos.imss.gob.mx/node/706/download,http://datos.imss.gob.mx/node/,833,/download,http://datos.imss.gob.mx/node/833/download,http://datos.imss.gob.mx/node/833/download
2018,november,http://datos.imss.gob.mx/node/706/download,http://datos.imss.gob.mx/node/,841,/download,http://datos.imss.gob.mx/node/841/download,http://datos.imss.gob.mx/node/841/download
2018,december,http://datos.imss.gob.mx/node/706/download,http://datos.imss.gob.mx/node/,843,/download,http://datos.imss.gob.mx/node/843/download,http://datos.imss.gob.mx/node/843/download
2019,january,http://datos.imss.gob.mx/node/858/download,http://datos.imss.gob.mx/node/,858,/download,http://datos.imss.gob.mx/node/858/download,http://datos.imss.gob.mx/node/858/download
2019,february,http://datos.imss.gob.mx/node/858/download,http://datos.imss.gob.mx/node/,966,/download,http://datos.imss.gob.mx/node/966/download,http://datos.imss.gob.mx/node/966/download
2019,march,http://datos.imss.gob.mx/node/858/download,http://datos.imss.gob.mx/node/,974,/download,http://datos.imss.gob.mx/node/974/download,http://datos.imss.gob.mx/node/974/download
2019,april,http://datos.imss.gob.mx/node/858/download,http://datos.imss.gob.mx/node/,976,/download,http://datos.imss.gob.mx/node/976/download,http://datos.imss.gob.mx/node/976/download
2019,may,http://datos.imss.gob.mx/node/858/download,http://datos.imss.gob.mx/node/,978,/download,http://datos.imss.gob.mx/node/978/download,http://datos.imss.gob.mx/node/978/download
2019,june,http://datos.imss.gob.mx/node/858/download,http://datos.imss.gob.mx/node/,980,/download,http://datos.imss.gob.mx/node/980/download,http://datos.imss.gob.mx/node/980/download
2019,july,http://datos.imss.gob.mx/node/858/download,http://datos.imss.gob.mx/node/,984,/download,http://datos.imss.gob.mx/node/984/download,http://datos.imss.gob.mx/node/984/download
2019,august,http://datos.imss.gob.mx/node/858/download,http://datos.imss.gob.mx/node/,988,/download,http://datos.imss.gob.mx/node/988/download,http://datos.imss.gob.mx/node/988/download
2019,september,http://datos.imss.gob.mx/node/858/download,http://datos.imss.gob.mx/node/,990,/download,http://datos.imss.gob.mx/node/990/download,http://datos.imss.gob.mx/node/990/download
2019,october,http://datos.imss.gob.mx/node/858/download,http://datos.imss.gob.mx/node/,994,/download,http://datos.imss.gob.mx/node/994/download,http://datos.imss.gob.mx/node/994/download
2019,november,http://datos.imss.gob.mx/node/858/download,http://datos.imss.gob.mx/node/,1002,/download,http://datos.imss.gob.mx/node/1002/download,http://datos.imss.gob.mx/node/1002/download
2019,december,http://datos.imss.gob.mx/node/858/download,http://datos.imss.gob.mx/node/,1004,/download,http://datos.imss.gob.mx/node/1004/download,http://datos.imss.gob.mx/node/1004/download
2020,january,http://datos.imss.gob.mx/node/1007/download,http://datos.imss.gob.mx/node/,1007,/download,http://datos.imss.gob.mx/node/1007/download,http://datos.imss.gob.mx/node/1007/download
2020,february,http://datos.imss.gob.mx/node/1007/download,http://datos.imss.gob.mx/node/,1010,/download,http://datos.imss.gob.mx/node/1010/download,http://datos.imss.gob.mx/node/1010/download
2020,march,http://datos.imss.gob.mx/node/1007/download,http://datos.imss.gob.mx/node/,1078,/download,http://datos.imss.gob.mx/node/1078/download,http://datos.imss.gob.mx/node/1078/download
2020,april,http://datos.imss.gob.mx/node/1007/download,http://datos.imss.gob.mx/node/,1080,/download,http://datos.imss.gob.mx/node/1080/download,http://datos.imss.gob.mx/node/1080/download
2020,may,http://datos.imss.gob.mx/node/1007/download,http://datos.imss.gob.mx/node/,1082,/download,http://datos.imss.gob.mx/node/1082/download,http://datos.imss.gob.mx/node/1082/download
2020,june,http://datos.imss.gob.mx/node/1007/download,http://datos.imss.gob.mx/node/,1086,/download,http://datos.imss.gob.mx/node/1086/download,http://datos.imss.gob.mx/node/1086/download
2020,july,http://datos.imss.gob.mx/node/1007/download,http://datos.imss.gob.mx/node/,1090,/download,http://datos.imss.gob.mx/node/1090/download,http://datos.imss.gob.mx/node/1090/download
2020,august,http://datos.imss.gob.mx/node/1007/download,http://datos.imss.gob.mx/node/,1098,/download,http://datos.imss.gob.mx/node/1098/download,http://datos.imss.gob.mx/node/1098/download
2020,september,http://datos.imss.gob.mx/node/1007/download,http://datos.imss.gob.mx/node/,1100,/download,http://datos.imss.gob.mx/node/1100/download,http://datos.imss.gob.mx/node/1100/download
2020,october,http://datos.imss.gob.mx/node/1007/download,http://datos.imss.gob.mx/node/,1102,/download,http://datos.imss.gob.mx/node/1102/download,http://datos.imss.gob.mx/node/1102/download
2020,november,http://datos.imss.gob.mx/node/1007/download,http://datos.imss.gob.mx/node/,1104,/download,http://datos.imss.gob.mx/node/1104/download,http://datos.imss.gob.mx/node/1104/download
2020,december,http://datos.imss.gob.mx/node/1007/download,http://datos.imss.gob.mx/node/,1107,/download,http://datos.imss.gob.mx/node/1107/download,http://datos.imss.gob.mx/node/1107/download
2021,january,http://datos.imss.gob.mx/node/1113/download,http://datos.imss.gob.mx/node/,1113,/download,http://datos.imss.gob.mx/node/1113/download,http://datos.imss.gob.mx/node/1113/download
2021,february,http://datos.imss.gob.mx/node/1116/download,http://datos.imss.gob.mx/node/,1116,/download,http://datos.imss.gob.mx/node/1116/download,http://datos.imss.gob.mx/node/1116/download
2021,march,http://datos.imss.gob.mx/node/1118/download,http://datos.imss.gob.mx/node/,1118,/download,http://datos.imss.gob.mx/node/1118/download,http://datos.imss.gob.mx/node/1118/download
2021,april,http://datos.imss.gob.mx/node/1120/download,http://datos.imss.gob.mx/node/,1120,/download,http://datos.imss.gob.mx/node/1120/download,http://datos.imss.gob.mx/node/1120/download
2021,may,http://datos.imss.gob.mx/node/1125/download,http://datos.imss.gob.mx/node/,1125,/download,http://datos.imss.gob.mx/node/1125/download,http://datos.imss.gob.mx/node/1125/download
2021,june,http://datos.imss.gob.mx/node/1125/download,http://datos.imss.gob.mx/node/,1129,/download,http://datos.imss.gob.mx/node/1129/download,http://datos.imss.gob.mx/node/1129/download
2021,july,http://datos.imss.gob.mx/node/1125/download,http://datos.imss.gob.mx/node/,1131,/download,http://datos.imss.gob.mx/node/1131/download,http://datos.imss.gob.mx/node/1131/download
2021,august,http://datos.imss.gob.mx/node/1125/download,http://datos.imss.gob.mx/node/,1133,/download,http://datos.imss.gob.mx/node/1133/download,http://datos.imss.gob.mx/node/1133/download
2021,september,http://datos.imss.gob.mx/node/1125/download,http://datos.imss.gob.mx/node/,1135,/download,http://datos.imss.gob.mx/node/1135/download,http://datos.imss.gob.mx/node/1135/download
2021,october,http://datos.imss.gob.mx/node/1125/download,http://datos.imss.gob.mx/node/,1137,/download,http://datos.imss.gob.mx/node/1137/download,http://datos.imss.gob.mx/node/1137/download
2021,november,http://datos.imss.gob.mx/node/1125/download,http://datos.imss.gob.mx/node/,1142,/download,http://datos.imss.gob.mx/node/1142/download,http://datos.imss.gob.mx/node/1142/download
2021,december,http://datos.imss.gob.mx/node/1146/download,http://datos.imss.gob.mx/node/,1146,/download,http://datos.imss.gob.mx/node/1146/download,http://datos.imss.gob.mx/node/1146/download
